date,code,name,type,detail,amount,category
2026-07-22,300164,通源石油,龙虎榜,上榜:日换手率达到30%的前5只证券;龙虎榜净买 -0.6亿,-62822272.0,游资
2026-07-22,600176,中国巨石,龙虎榜,上榜:有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券;龙虎榜净买 -6.0亿,-595115771.12,游资
2026-07-22,300688,创业黑马,龙虎榜,上榜:日涨幅达到15%的前5只证券;龙虎榜净买 0.9亿,94198286.35,游资
2026-07-22,600289,ST信通,龙虎榜,上榜:非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券;龙虎榜净买 -0.0亿,-4982328.05,游资
2026-07-22,600403,大有能源,龙虎榜,上榜:有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券;龙虎榜净买 0.2亿,19174366.7,游资
2026-07-22,600602,云赛智联,龙虎榜,上榜:有价格涨跌幅限制的日价格振幅达到15%的前五只证券;龙虎榜净买 -0.9亿,-92004860.16,游资
2026-07-22,600605,汇通能源,龙虎榜,上榜:有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券;龙虎榜净买 -0.2亿,-18369308.98,游资
2026-07-22,600664,哈药股份,龙虎榜,上榜:有价格涨跌幅限制的日换手率达到20%的前五只证券;龙虎榜净买 -1.9亿,-189498417.07,游资
2026-07-22,123118,惠城转债,龙虎榜,上榜:日涨幅达到15%的前5只可转债;龙虎榜净买 0.1亿,5297785.75999999,游资
2026-07-22,118064,联瑞转债,龙虎榜,"上榜:非上市首日,当日收盘价跌幅达15%的前五只可转债;龙虎榜净买 -0.1亿",-12090740.0,游资
2026-07-22,300534,陇神戎发,龙虎榜,上榜:日换手率达到30%的前5只证券;龙虎榜净买 -0.5亿,-51788770.5,游资
2026-07-22,003001,中岩大地,龙虎榜,上榜:日跌幅偏离值达到7%的前5只证券;龙虎榜净买 -1.0亿,-101307349.6,游资
2026-07-22,300779,惠城环保,龙虎榜,上榜:连续三个交易日内，涨幅偏离值累计达到30%的证券;龙虎榜净买 2.7亿,269778795.62,游资
2026-07-22,002816,*ST和科,龙虎榜,上榜:连续三个交易日内，跌幅偏离值累计达到20%的证券;龙虎榜净买 -0.0亿,-2419458.47,游资
2026-07-22,600396,华电辽能,龙虎榜,上榜:有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券;龙虎榜净买 2.8亿,283241830.92,游资
2026-07-22,300795,米奥会展,龙虎榜,上榜:日换手率达到30%的前5只证券;龙虎榜净买 -0.1亿,-9098024.76,游资
2026-07-22,001288,运机集团,龙虎榜,上榜:连续三个交易日内，涨幅偏离值累计达到20%的证券;龙虎榜净买 -0.0亿,-3997706.13999999,游资
2026-07-22,301290,东星医疗,回购,回购进度:董事会预案;已回购 —,,产业资本
2026-07-22,603608,天创时尚,龙虎榜,上榜:非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券;龙虎榜净买 1.8亿,179716961.0,游资
2026-07-22,603629,利通电子,龙虎榜,上榜:非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券;龙虎榜净买 2.0亿,200843066.01,游资
2026-07-22,603665,康隆达,龙虎榜,上榜:非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券;龙虎榜净买 0.1亿,12466704.0,游资
2026-07-22,603459,红板科技,龙虎榜,上榜:有价格涨跌幅限制的日换手率达到20%的前五只证券;龙虎榜净买 3.5亿,351439671.98,游资
2026-07-22,603669,灵康药业,龙虎榜,上榜:有价格涨跌幅限制的日价格振幅达到15%的前五只证券;龙虎榜净买 0.6亿,62223228.98,游资
2026-07-22,603538,美诺华,龙虎榜,上榜:有价格涨跌幅限制的日换手率达到20%的前五只证券;龙虎榜净买 0.5亿,46769978.26,游资
2026-07-22,603757,大元泵业,龙虎榜,上榜:非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券;龙虎榜净买 1.0亿,102739445.16,游资
2026-07-22,600821,金开新能,龙虎榜,上榜:非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券;龙虎榜净买 0.3亿,25256842.09,游资
2026-07-22,920267,鑫汇科,龙虎榜,上榜:当日换手率达到20%的前5只股票;龙虎榜净买 -0.2亿,-21496336.1,游资
2026-07-22,603725,天安新材,龙虎榜,上榜:有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券;龙虎榜净买 -0.5亿,-54680485.68,游资
2026-07-22,688049,炬芯科技,龙虎榜,上榜:有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券;龙虎榜净买 0.3亿,27738116.17,游资
2026-07-22,920072,科莱瑞迪,龙虎榜,上榜:当日换手率达到20%的前5只股票;龙虎榜净买 -0.1亿,-13921138.39,游资
2026-07-22,920099,瑞华技术,大宗交易,"成交价 20.78,折溢率 +0.00%,买方 开源证券股份有限公司杭州婺江路证券营业部",1037919.44,产业资本
2026-07-22,605196,华通线缆,龙虎榜,上榜:非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券;龙虎榜净买 -0.3亿,-27778340.3,游资
2026-07-22,688066,*ST航图,龙虎榜,上榜:有价格涨跌幅限制的连续3个交易日内收盘价格跌幅偏离值累计达到30%的证券;龙虎榜净买 0.2亿,24777497.17,游资
2026-07-22,603398,*ST沐邦,龙虎榜,上榜:有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券;龙虎榜净买 0.0亿,1092264.0,游资
2026-07-22,603120,肯特催化,龙虎榜,上榜:有价格涨跌幅限制的日换手率达到20%的前五只证券;龙虎榜净买 0.3亿,33309281.64,游资
2026-07-22,920117,龙鑫智能,龙虎榜,上榜:当日换手率达到20%的前5只股票;龙虎榜净买 0.0亿,2289497.21,游资
2026-07-22,603683,晶华新材,龙虎榜,上榜:有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券;龙虎榜净买 -0.8亿,-79962655.32,游资
2026-07-22,603803,瑞斯康达,龙虎榜,上榜:有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券;龙虎榜净买 0.1亿,12614018.96,游资
2026-07-22,920088,科力股份,龙虎榜,上榜:当日换手率达到20%的前5只股票;龙虎榜净买 -0.1亿,-7675752.62,游资
2026-07-22,603162,海通发展,龙虎榜,上榜:有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券;龙虎榜净买 0.4亿,36138987.35,游资
2026-07-22,603580,艾艾精工,龙虎榜,上榜:有价格涨跌幅限制的日价格振幅达到15%的前五只证券;龙虎榜净买 -0.0亿,-1518319.94999999,游资
2026-07-22,603519,立霸股份,龙虎榜,上榜:非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券;龙虎榜净买 0.1亿,10491219.0,游资
2026-07-22,300802,矩子科技,回购,回购进度:实施中;已回购 0.0亿,2567163.0,产业资本
2026-07-22,301115,联检科技,回购,回购进度:nan;已回购 —,,产业资本
2026-07-22,300852,四会富仕,回购,回购进度:董事会预案;已回购 —,,产业资本
2026-07-22,300790,宇瞳光学,回购,回购进度:董事会预案;已回购 —,,产业资本
2026-07-22,300720,海川智能,回购,回购进度:董事会预案;已回购 —,,产业资本
2026-07-22,002931,锋龙股份,回购,回购进度:nan;已回购 —,,产业资本
2026-07-22,002370,亚太药业,回购,回购进度:nan;已回购 —,,产业资本
2026-07-22,603201,常润股份,回购,回购进度:董事会预案;已回购 —,,产业资本
2026-07-22,002913,奥士康,回购,回购进度:实施中;已回购 0.1亿,10413761.65,产业资本
2026-07-22,600382,广东明珠,回购,回购进度:nan;已回购 —,,产业资本
2026-07-22,603037,凯众股份,回购,回购进度:股东大会通过;已回购 —,,产业资本
2026-07-22,600580,卧龙电驱,回购,回购进度:nan;已回购 —,,产业资本
2026-07-22,688091,上海谊众,回购,回购进度:实施中;已回购 0.0亿,3021993.9,产业资本
2026-07-22,688429,时创能源,回购,回购进度:董事会预案;已回购 —,,产业资本
2026-07-22,920717,瑞星股份,回购,回购进度:董事会预案;已回购 —,,产业资本
2026-07-22,600726,华电能源,龙虎榜,上榜:非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券;龙虎榜净买 -0.9亿,-86908529.2700001,游资
2026-07-22,300408,三环集团,回购,回购进度:实施中;已回购 0.3亿,31479711.0,产业资本
2026-07-22,600346,恒力石化,回购,回购进度:实施中;已回购 1.7亿,171022600.0,产业资本
2026-07-22,920305,云创退,龙虎榜,上榜:当日换手率达到20%的前5只股票;龙虎榜净买 0.0亿,1095229.57,游资
2026-07-22,001258,立新能源,龙虎榜,上榜:连续三个交易日内，涨幅偏离值累计达到20%的证券;龙虎榜净买 1.8亿,182004133.16,游资
2026-07-22,301026,浩通科技,回购,回购进度:完成实施;已回购 0.5亿,52838321.8,产业资本
2026-07-22,601718,ST际华,回购,回购进度:股东大会通过;已回购 —,,产业资本
2026-07-22,002318,久立特材,回购,回购进度:董事会预案;已回购 —,,产业资本
2026-07-22,688085,三友医疗,回购,回购进度:董事会预案;已回购 —,,产业资本
2026-07-22,603288,海天味业,回购,回购进度:实施中;已回购 0.3亿,29990999.0,产业资本
2026-07-22,603588,高能环境,回购,回购进度:董事会预案;已回购 —,,产业资本
2026-07-22,920078,族兴新材,大宗交易,"成交价 19.42,折溢率 -0.02%,买方 中信证券华南股份有限公司江门冈州大道证券营业部",3884000.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 招商证券股份有限公司济南经十路证券营业部",4686000.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 华泰证券股份有限公司南京分公司",3280200.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 广发证券股份有限公司沧州解放路证券营业部",4217400.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 广发证券股份有限公司金华光南路证券营业部",4217400.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 机构专用",29287500.0,产业资本
2026-07-22,601857,中国石油,大宗交易,"成交价 10.92,折溢率 +0.00%,买方 国泰海通证券股份有限公司总部",13759200.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 中信证券股份有限公司徐州建国西路证券营业部",7966200.0,产业资本
2026-07-22,000012,南玻A,大宗交易,"成交价 3.75,折溢率 +0.00%,买方 国泰海通证券股份有限公司深圳高新园证券营业部",105000000.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 机构专用",2343000.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 国信证券股份有限公司上海浦东分公司",7497600.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 机构专用",7966200.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 华泰证券股份有限公司南京庐山路证券营业部",4217400.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 中信证券股份有限公司苏州分公司",4686000.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 中信证券股份有限公司上海世博馆路证券营业部",3045900.0,产业资本
2026-07-22,000938,紫光股份,大宗交易,"成交价 43.55,折溢率 -0.03%,买方 西部证券股份有限公司西安东大街证券营业部",45727500.0,产业资本
2026-07-22,001255,博菲电气,大宗交易,"成交价 19.6,折溢率 -0.07%,买方 光大证券股份有限公司宁波北仑新碶证券营业部",6272000.0,产业资本
2026-07-22,002109,ST兴化,大宗交易,"成交价 2.46,折溢率 +0.00%,买方 开源证券股份有限公司西安高新分公司",1230000.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 国信证券股份有限公司上海浦东分公司",9372000.0,产业资本
2026-07-22,002165,红宝丽,大宗交易,"成交价 5.32,折溢率 -0.10%,买方 浙商证券股份有限公司青田涌潮街证券营业部",5320000.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 浙商证券股份有限公司上海长乐路证券营业部",8434800.0,产业资本
2026-07-22,002165,红宝丽,大宗交易,"成交价 5.32,折溢率 -0.10%,买方 中国银河证券股份有限公司杭州建国北路证券营业部",2128000.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 华泰证券股份有限公司江阴福泰路证券营业部",14058000.0,产业资本
2026-07-22,002191,劲嘉股份,大宗交易,"成交价 3.62,折溢率 +0.00%,买方 中国银河证券股份有限公司北京双井证券营业部",6878000.0,产业资本
2026-07-22,002352,顺丰控股,回购,回购进度:完成实施;已回购 60.0亿,5999000000.0,产业资本
2026-07-22,601865,福莱特,大宗交易,"成交价 8.4,折溢率 -0.12%,买方 广发证券股份有限公司杭州学院路证券营业部",9996000.0,产业资本
2026-07-22,603050,科林电气,大宗交易,"成交价 15.61,折溢率 -0.08%,买方 瑞银证券有限责任公司上海花园石桥路证券营业部",9366000.0,产业资本
2026-07-22,002634,*ST棒杰,大宗交易,"成交价 3.95,折溢率 +0.13%,买方 东方证券股份有限公司上海黄浦区中华路证券营业部",1975000.0,产业资本
2026-07-22,002634,*ST棒杰,大宗交易,"成交价 3.95,折溢率 +0.13%,买方 东方证券股份有限公司上海黄浦区中华路证券营业部",1975000.0,产业资本
2026-07-22,002634,*ST棒杰,大宗交易,"成交价 3.95,折溢率 +0.13%,买方 东方证券股份有限公司上海黄浦区中华路证券营业部",1975000.0,产业资本
2026-07-22,300124,汇川技术,大宗交易,"成交价 61.59,折溢率 +0.00%,买方 机构专用",61590000.0,产业资本
2026-07-22,300750,宁德时代,大宗交易,"成交价 374.77,折溢率 +0.01%,买方 机构专用",115616500.0,产业资本
2026-07-22,300761,立华股份,大宗交易,"成交价 14.62,折溢率 -0.20%,买方 中国银河证券股份有限公司上海浦东新区上南路证券营业部",3070200.0,产业资本
2026-07-22,300827,上能电气,大宗交易,"成交价 23.99,折溢率 +0.00%,买方 中信证券股份有限公司深圳后海证券营业部",2284800.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 浙商证券股份有限公司绍兴分公司",4686000.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 国都证券股份有限公司江苏分公司",3514500.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 国信证券股份有限公司上海浦东分公司",15932400.0,产业资本
2026-07-22,300827,上能电气,大宗交易,"成交价 23.76,折溢率 -0.01%,买方 招商证券股份有限公司深圳前海大道证券营业部",8220900.0,产业资本
2026-07-22,301148,嘉戎技术,大宗交易,"成交价 34.5,折溢率 -0.16%,买方 国信证券股份有限公司福建分公司",20700000.0,产业资本
2026-07-22,301552,科力装备,大宗交易,"成交价 19.75,折溢率 -0.01%,买方 中信建投证券股份有限公司北京东城分公司",2962500.0,产业资本
2026-07-22,301566,达利凯普,大宗交易,"成交价 22.12,折溢率 -0.01%,买方 机构专用",22120000.0,产业资本
2026-07-22,301633,港迪技术,大宗交易,"成交价 50.5,折溢率 -0.02%,买方 东海证券股份有限公司上海浦东新区东方路分公司",7575000.0,产业资本
2026-07-22,600031,三一重工,大宗交易,"成交价 19.65,折溢率 -0.01%,买方 机构专用",78600000.0,产业资本
2026-07-22,600660,福耀玻璃,大宗交易,"成交价 55.69,折溢率 +0.00%,买方 国泰海通证券股份有限公司总部",6916700.0,产业资本
2026-07-22,600728,佳都科技,大宗交易,"成交价 4.46,折溢率 +0.00%,买方 国泰海通证券股份有限公司总部",6679300.0,产业资本
2026-07-22,002384,东山精密,大宗交易,"成交价 217.5,折溢率 +0.00%,买方 中信证券股份有限公司泉州温陵北路证券营业部",3262500.0,产业资本
2026-07-22,002422,科伦药业,大宗交易,"成交价 49.22,折溢率 +0.00%,买方 机构专用",112969500.0,产业资本
2026-07-22,002539,云图控股,大宗交易,"成交价 10.36,折溢率 +0.00%,买方 机构专用",3580400.0,产业资本
2026-07-22,301026,浩通科技,大宗交易,"成交价 13.94,折溢率 -0.20%,买方 国泰海通证券股份有限公司广州天河北路证券营业部",13940000.0,产业资本
2026-07-22,000933,神火股份,大宗交易,"成交价 23.43,折溢率 -0.06%,买方 机构专用",17572500.0,产业资本
2026-07-22,300926,博俊科技,大宗交易,"成交价 16.33,折溢率 +0.00%,买方 机构专用",13717200.0,产业资本
2026-07-22,603050,科林电气,大宗交易,"成交价 15.61,折溢率 -0.08%,买方 机构专用",2029300.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 中信证券股份有限公司徐州建国西路证券营业部",5009900.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 东北证券股份有限公司南通世纪大道证券营业部",2027100.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 民生证券股份有限公司苏州分公司",2606300.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 中国中金财富证券有限公司深圳中金大厦证券营业部",2027100.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 民生证券股份有限公司苏州分公司",3475100.0,产业资本
2026-07-22,603050,科林电气,大宗交易,"成交价 15.61,折溢率 -0.08%,买方 华鑫证券有限责任公司深圳分公司",2029300.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 东北证券股份有限公司总部",2027100.0,产业资本
2026-07-22,603050,科林电气,大宗交易,"成交价 15.61,折溢率 -0.08%,买方 广发证券股份有限公司总部",14049000.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 广发证券股份有限公司总部",4633400.0,产业资本
2026-07-22,603050,科林电气,大宗交易,"成交价 15.61,折溢率 -0.08%,买方 机构专用",2029300.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 瑞银证券有限责任公司上海花园石桥路证券营业部",6950200.0,产业资本
2026-07-22,603226,菲林格尔,大宗交易,"成交价 41.44,折溢率 -0.09%,买方 机构专用",2072000.0,产业资本
2026-07-22,601865,福莱特,大宗交易,"成交价 8.4,折溢率 -0.12%,买方 广发证券股份有限公司杭州学院路证券营业部",9996000.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 机构专用",2027100.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 长江证券股份有限公司北京百万庄大街证券营业部",2982800.0,产业资本
2026-07-22,603733,仙鹤股份,大宗交易,"成交价 20.98,折溢率 +0.00%,买方 中国国际金融股份有限公司北京建国门外大街证券营业部",7506600.0,产业资本
2026-07-22,600989,宝丰能源,大宗交易,"成交价 23.72,折溢率 +0.00%,买方 申万宏源证券有限公司证券投资总部",50001800.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 国泰海通证券股份有限公司总部",2895900.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 长城证券股份有限公司总部",2027100.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 中信证券股份有限公司总部(非营业场所)",5067800.0,产业资本
2026-07-22,300857,协创数据,大宗交易,"成交价 240.0,折溢率 -0.04%,买方 国泰海通证券股份有限公司深圳滨海大道创投大厦证券营业部",19200000.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 国泰海通证券股份有限公司总部",4343900.0,产业资本
2026-07-22,603288,海天味业,大宗交易,"成交价 36.52,折溢率 +0.00%,买方 广发证券股份有限公司佛山禅城石湾证券营业部",16196600.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 华泰证券股份有限公司广州云城东路证券营业部",2027100.0,产业资本
2026-07-22,603061,金海通,大宗交易,"成交价 289.59,折溢率 -0.08%,买方 国联民生证券股份有限公司无锡金融一街证券营业部",2027100.0,产业资本
2026-07-22,688166,博瑞医药,大宗交易,"成交价 28.07,折溢率 -0.29%,买方 中国银河证券股份有限公司上海浦东新区上南路证券营业部",5754400.0,产业资本
2026-07-22,688168,安博通,大宗交易,"成交价 38.21,折溢率 -0.02%,买方 机构专用",27129100.0,产业资本
2026-07-22,688105,诺唯赞,大宗交易,"成交价 15.7,折溢率 -0.07%,买方 华泰证券股份有限公司深圳后海中心路证券营业部",4000000.0,产业资本
2026-07-22,688409,富创精密,大宗交易,"成交价 176.85,折溢率 -0.08%,买方 国联民生证券股份有限公司总部",2122200.0,产业资本
2026-07-22,688105,诺唯赞,大宗交易,"成交价 15.7,折溢率 -0.07%,买方 中信证券股份有限公司四川分公司",2000000.0,产业资本
2026-07-22,688409,富创精密,大宗交易,"成交价 176.85,折溢率 -0.08%,买方 机构专用",5305500.0,产业资本
2026-07-22,688105,诺唯赞,大宗交易,"成交价 15.7,折溢率 -0.07%,买方 中信证券股份有限公司上海浦东新区东方路证券营业部",2000000.0,产业资本
2026-07-22,688653,康希通信,大宗交易,"成交价 10.0,折溢率 -0.12%,买方 华泰证券股份有限公司上海徐汇区龙启路证券营业部",11000000.0,产业资本
2026-07-22,688168,安博通,大宗交易,"成交价 38.21,折溢率 -0.02%,买方 机构专用",18340800.0,产业资本
2026-07-22,688779,五矿新能,大宗交易,"成交价 6.21,折溢率 -0.10%,买方 广发证券股份有限公司总部",3105000.0,产业资本
2026-07-22,688596,正帆科技,大宗交易,"成交价 47.41,折溢率 +0.00%,买方 国泰海通证券股份有限公司总部",9482000.0,产业资本
2026-07-22,688779,五矿新能,大宗交易,"成交价 6.21,折溢率 -0.10%,买方 机构专用",1863000.0,产业资本
2026-07-22,688409,富创精密,大宗交易,"成交价 176.85,折溢率 -0.08%,买方 机构专用",26527500.0,产业资本
2026-07-22,688779,五矿新能,大宗交易,"成交价 6.21,折溢率 -0.10%,买方 机构专用",1863000.0,产业资本
2026-07-22,688779,五矿新能,大宗交易,"成交价 6.21,折溢率 -0.10%,买方 中信证券股份有限公司上海世博馆路证券营业部",1863000.0,产业资本
2026-07-22,688779,五矿新能,大宗交易,"成交价 6.21,折溢率 -0.10%,买方 广发证券股份有限公司总部",3850200.0,产业资本
2026-07-22,688729,屹唐股份,大宗交易,"成交价 28.82,折溢率 -0.02%,买方 机构专用",10087000.0,产业资本
2026-07-22,688779,五矿新能,大宗交易,"成交价 6.21,折溢率 -0.10%,买方 机构专用",3005600.0,产业资本
